ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwisga.01.99301168,1993-07-06,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisga.01.99301169,1993-06-28,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.007,0.003,0.001,0.005,0.002
nwisga.01.99301170,1993-06-21,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301222,1993-07-19,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301232,1993-07-29,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.037,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301243,1993-07-27,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301247,1993-08-10,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.027,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301260,1993-08-26,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301336,1993-09-09,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.003,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301346,1993-08-09,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301513,1993-08-22,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301514,1993-09-07,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99301515,1993-09-27,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.031,5e-04,0.045,0.003,0.001,0.001,0.002
nwisga.01.99400006,1993-10-13,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400008,1993-10-04,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400011,1993-10-26,33.95388889,-84.4433333,USGS-02335870,5e-04,0.04,0.002,0.14,5e-04,0.008,0.003,0.001,0.001,0.002
nwisga.01.99400012,1993-10-19,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400015,1993-11-01,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400016,1993-11-10,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400022,1993-11-16,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.056,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400036,1993-11-08,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400037,1993-11-22,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400038,1993-11-15,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400042,1993-12-02,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400047,1993-12-07,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.014,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400088,1993-12-14,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.005,0.029,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400195,1993-12-06,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400199,1993-12-20,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400200,1993-12-13,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400201,1993-12-21,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400205,1994-01-06,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.005,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400206,1994-01-04,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400207,1993-12-27,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400208,1993-12-27,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400209,1994-01-03,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400211,1994-01-12,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.009,0.033,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400318,1994-01-11,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400319,1994-01-12,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400324,1994-01-18,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.012,0.021,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400327,1994-01-27,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.006,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400328,1994-01-19,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400329,1994-01-18,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400440,1994-02-03,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400441,1994-01-29,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400442,1994-01-29,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400443,1994-01-28,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400444,1994-01-28,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400445,1994-01-28,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400446,1994-01-28,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400447,1994-01-24,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400449,1994-01-30,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400450,1994-01-30,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400461,1994-01-31,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400462,1994-02-01,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400463,1994-01-31,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400464,1994-01-31,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400465,1994-02-08,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400466,1994-02-07,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400594,1994-02-14,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400595,1994-02-15,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400619,1994-03-10,34.41537629,-83.8215698,USGS-02332830,5e-04,0.01,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400621,1994-03-09,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.01,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400624,1994-03-08,33.89402778,-84.45788889,USGS-02335910,5e-04,0.004,0.004,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400626,1994-03-10,34.54231966,-83.6598997,USGS-02331650,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400627,1994-03-10,34.5134309,-83.6857344,USGS-02331790,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400628,1994-03-10,34.6534296,-83.4751687,USGS-02331247,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400629,1994-03-09,33.84121599,-84.5327098,USGS-02336610,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400630,1994-03-09,33.8598261,-84.42437289,USGS-02336380,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400631,1994-03-09,34.00266667,-84.3941667,USGS-02335790,5e-04,0.004,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400632,1994-03-09,33.98565635,-84.45465209,USGS-02335868,5e-04,0.004,0.002,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400636,1994-03-08,33.74352778,-84.5681667,USGS-02336728,5e-04,0.004,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400639,1994-03-07,33.52930556,-84.9287222,USGS-02337500,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400644,1994-03-17,32.96179375,-84.9010448,USGS-02339935,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400645,1994-03-17,32.66763585,-84.8327077,USGS-02341195,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400648,1994-03-14,32.19555556,-83.9022222,USGS-02349900,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400649,1994-03-14,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400652,1994-03-15,31.20407085,-84.4979679,USGS-02355600,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400653,1994-03-14,32.29349189,-83.8918482,USGS-02349685,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400655,1994-03-16,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400657,1994-03-16,31.15740464,-84.7857544,USGS-02356960,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400663,1994-03-15,31.09018416,-84.7054741,USGS-02356860,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400664,1994-03-15,31.52822959,-84.35935529,USGS-02354437,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400668,1994-03-17,32.72375077,-84.1726918,USGS-02347875,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400674,1994-03-24,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400675,1994-03-22,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400676,1994-03-21,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400677,1994-03-02,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400678,1994-03-02,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400679,1994-03-03,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400691,1994-03-29,33.95388889,-84.4433333,USGS-02335870,5e-04,0.01,0.01,0.063,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400692,1994-03-08,33.7992725,-84.4868752,USGS-02336529,5e-04,0.004,0.01,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400702,1994-04-13,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.18,0.002
nwisga.01.99400703,1994-04-13,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.03,0.002
nwisga.01.99400704,1994-03-29,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400705,1994-04-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400706,1994-04-11,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400707,1994-04-13,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.014,0.002
nwisga.01.99400708,1994-03-30,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400709,1994-04-05,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400710,1994-04-13,31.08657309,-84.7365862,USGS-02356980,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.014,0.002
nwisga.01.99400711,1994-04-12,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400775,1994-04-20,33.10030556,-83.7231667,USGS-02212600,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400784,1994-04-21,32.1843611,-81.8892222,USGS-02203000,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400917,1994-05-11,31.20407085,-84.4979679,USGS-02355600,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400920,1994-05-11,31.09018416,-84.7054741,USGS-02356860,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400922,1994-05-10,31.15740464,-84.7857544,USGS-02356960,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400924,1994-05-10,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400925,1994-05-09,32.19555556,-83.9022222,USGS-02349900,5e-04,0.004,0.002,0.012,5e-04,0.0025,0.003,0.001,0.014,0.002
nwisga.01.99400926,1994-05-09,32.29349189,-83.8918482,USGS-02349685,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400928,1994-05-10,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400930,1994-05-09,31.52822959,-84.35935529,USGS-02354437,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400965,1994-05-25,34.6534296,-83.4751687,USGS-02331247,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400967,1994-05-23,33.52930556,-84.9287222,USGS-02337500,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400969,1994-05-25,34.54231966,-83.6598997,USGS-02331650,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400971,1994-05-24,34.41537629,-83.8215698,USGS-02332830,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400974,1994-05-25,34.5134309,-83.6857344,USGS-02331790,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400976,1994-05-19,32.66763585,-84.8327077,USGS-02341195,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400977,1994-05-19,32.96179375,-84.9010448,USGS-02339935,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400979,1994-05-18,34.00266667,-84.3941667,USGS-02335790,5e-04,0.004,0.002,0.065,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400980,1994-05-18,33.8598261,-84.42437289,USGS-02336380,5e-04,0.004,0.002,0.012,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400982,1994-05-18,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.011,0.023,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400984,1994-05-18,33.98565635,-84.45465209,USGS-02335868,5e-04,0.004,0.002,0.022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400985,1994-05-19,32.72375077,-84.1726918,USGS-02347875,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99400989,1994-05-18,33.84121599,-84.5327098,USGS-02336610,5e-04,0.0015,0.002,0.02,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401002,1994-06-15,32.1843611,-81.8892222,USGS-02203000,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401007,1994-06-15,33.10030556,-83.7231667,USGS-02212600,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401072,1994-07-05,31.08657309,-84.7365862,USGS-02356980,5e-04,0.004,0.099,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401073,1994-07-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.013,0.002
nwisga.01.99401074,1994-07-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.009,0.003,0.001,0.001,0.002
nwisga.01.99401107,1994-07-05,33.52930556,-84.9287222,USGS-02337500,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401195,1994-08-30,33.95388889,-84.4433333,USGS-02335870,5e-04,0.005,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99401198,1994-08-30,33.98565635,-84.45465209,USGS-02335868,5e-04,0.005,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500071,1994-12-14,33.95388889,-84.4433333,USGS-02335870,5e-04,0.004,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500074,1994-12-14,33.98565635,-84.45465209,USGS-02335868,5e-04,0.004,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500102,1995-01-19,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.027,0.02,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500140,1995-03-27,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.11,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500148,1995-04-11,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.093,0.091,5e-04,0.066,0.003,0.001,0.013,0.002
nwisga.01.99500149,1995-04-11,33.82030556,-84.40763889,USGS-02336300,5e-04,0.059,0.068,0.28,5e-04,0.13,0.003,0.001,0.02,0.002
nwisga.01.99500150,1995-04-11,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.057,2.8,5e-04,0.0025,0.003,0.001,0.01,0.002
nwisga.01.99500161,1995-04-18,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500177,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.06,0.043,0.062,5e-04,0.02,0.003,0.001,0.012,0.002
nwisga.01.99500178,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.08,0.036,0.051,5e-04,0.019,0.003,0.001,0.014,0.002
nwisga.01.99500179,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.049,0.065,5e-04,0.021,0.003,0.001,0.011,0.002
nwisga.01.99500180,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.056,0.11,5e-04,0.046,0.003,0.001,0.012,0.002
nwisga.01.99500181,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.04,0.057,5e-04,0.067,0.003,0.001,0.012,0.002
nwisga.01.99500182,1995-04-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.057,0.056,5e-04,0.024,0.003,0.001,0.021,0.002
nwisga.01.99500249,1995-05-16,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.009,0.002
nwisga.01.99500256,1995-05-22,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.011,0.032,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500294,1995-05-31,33.98565635,-84.45465209,USGS-02335868,5e-04,0.004,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500318,1995-06-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.024,0.002
nwisga.01.99500319,1995-06-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.055,0.002
nwisga.01.99500320,1995-06-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.2,0.002
nwisga.01.99500321,1995-06-05,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.06,0.002
nwisga.01.99500322,1995-06-06,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.007,0.002
nwisga.01.99500323,1995-06-06,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.01,0.002
nwisga.01.99500324,1995-06-07,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.007,0.002
nwisga.01.99500340,1995-06-09,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500342,1995-06-20,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.009,0.028,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500343,1995-06-20,33.95388889,-84.4433333,USGS-02335870,5e-04,0.031,0.002,0.013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500472,1995-07-11,32.03388889,-83.99638889,USGS-02350080,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500536,1995-07-26,33.82030556,-84.40763889,USGS-02336300,5e-04,0.004,0.01,0.0105,0.005,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500543,1995-07-25,33.7992725,-84.4868752,USGS-02336529,5e-04,0.004,0.0185,0.024,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500545,1995-07-25,33.74352778,-84.5681667,USGS-02336728,5e-04,0.004,0.002,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500546,1995-07-24,34.0325,-84.08888889,USGS-02334885,5e-04,0.004,0.002,0.0055,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500547,1995-07-24,33.89402778,-84.45788889,USGS-02335910,5e-04,0.004,0.005,0.04,0.001,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500548,1995-07-24,34.00266667,-84.3941667,USGS-02335790,5e-04,0.004,0.004,0.022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500550,1995-07-24,33.98565635,-84.45465209,USGS-02335868,5e-04,0.02,0.006,0.032,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500589,1995-07-24,33.95388889,-84.4433333,USGS-02335870,5e-04,0.04,0.008,0.038,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisga.01.99500592,1995-07-26,33.8598261,-84.42437289,USGS-02336380,5e-04,0.004,0.007,0.009,5e-04,0.0025,0.003,0.001,0.001,0.002
